age,placement_id,the_date,house_id,farm_id,temperature_min,humidity_morning,daily_weight,daily_first_feed_intake,daily_second_feed_intake,daily_mortality,daily_loss,total_meds,birds_density,season_encoded
9,1188,2023-09-14,148,16,28.0,55.0,207.0,0.0,0.0,40.0,40.0,0.0,4551.346153846154,1
10,1188,2023-09-15,148,16,28.0,55.0,234.0,0.0,0.0,70.0,70.0,0.0,5137.941176470588,1
11,1188,2023-09-16,148,16,28.0,55.0,261.0,0.0,0.0,50.0,50.0,0.0,5717.002262443439,1
12,1188,2023-09-17,148,16,28.0,55.0,300.0,0.0,0.0,80.0,80.0,0.0,6559.954751131222,1
13,1188,2023-09-18,148,16,28.0,55.0,342.0,0.0,0.0,70.0,70.0,0.0,7457.714932126697,1
14,1188,2023-09-19,148,16,28.0,55.0,335.0,0.0,0.0,90.0,90.0,0.0,7287.386877828054,1
15,1188,2023-09-20,148,16,28.0,55.0,428.0,0.0,0.0,70.0,70.0,110.0,9281.402714932126,1
16,1188,2023-09-21,148,16,28.0,55.0,452.0,0.0,0.0,80.0,80.0,0.0,9777.993966817496,1
17,1188,2023-09-22,148,16,28.0,55.0,530.0,0.0,0.0,70.0,70.0,0.0,11433.371040723981,1
18,1188,2023-09-23,148,16,28.0,55.0,581.0,0.0,0.0,80.0,80.0,0.0,12502.892156862745,1
19,1188,2023-09-24,148,16,28.0,55.0,651.0,0.0,0.0,28.0,28.0,0.0,13969.988687782805,1
20,1188,2023-09-25,148,16,28.0,55.0,708.0,0.0,0.0,60.0,60.0,0.0,15178.217194570136,1
21,1188,2023-09-26,148,16,28.0,55.0,778.0,0.0,0.0,50.0,50.0,0.0,16643.684766214177,1
22,1188,2023-09-27,148,16,28.0,55.0,889.0,0.0,0.0,40.0,40.0,0.0,18984.776018099546,1
23,1188,2023-09-28,148,16,28.0,55.0,924.0,0.0,0.0,50.0,50.0,0.0,19704.33484162896,1
24,1188,2023-09-29,148,16,28.0,55.0,1010.0,0.0,0.0,40.0,40.0,0.0,21500.203619909502,1
25,1188,2023-09-30,148,16,28.0,55.0,1107.0,0.0,0.0,45.0,45.0,0.0,23531.68099547511,1
26,1188,2023-10-01,148,16,28.0,55.0,1192.0,0.0,0.0,40.0,40.0,0.0,25298.087481146304,1
27,1188,2023-10-02,148,16,28.0,55.0,1290.0,0.0,0.0,50.0,50.0,0.0,27339.049773755654,1
28,1188,2023-10-03,148,16,28.0,55.0,1380.0,0.0,0.0,50.0,50.0,0.0,29194.389140271494,1
29,1188,2023-10-04,148,16,28.0,55.0,1432.0,0.0,0.0,55.0,55.0,0.0,30240.470588235294,1
30,1188,2023-10-05,148,16,28.0,55.0,1541.0,0.0,0.0,50.0,50.0,0.0,32478.376319758674,1
0,1189,2023-09-05,149,16,28.0,55.0,39.0,0.0,0.0,0.0,0.0,0.0,889.1176470588235,1
1,1189,2023-09-06,149,16,28.0,55.0,44.0,0.0,0.0,190.0,190.0,24.0,1003.1070889894419,1
2,1189,2023-09-07,149,16,28.0,55.0,63.0,0.0,0.0,120.0,120.0,0.0,1427.2398190045249,1
3,1189,2023-09-08,149,16,28.0,55.0,78.0,0.0,0.0,160.0,160.0,0.0,1760.0,1
4,1189,2023-09-09,149,16,28.0,55.0,93.0,0.0,0.0,90.0,90.0,0.0,2087.239819004525,1
5,1189,2023-09-10,149,16,28.0,55.0,109.0,0.0,0.0,80.0,80.0,0.0,2438.9366515837105,1
6,1189,2023-09-11,149,16,28.0,55.0,129.0,0.0,0.0,50.0,50.0,0.0,2878.665158371041,1
7,1189,2023-09-12,149,16,28.0,55.0,153.0,0.0,0.0,60.0,60.0,0.0,3408.4615384615386,1
8,1189,2023-09-13,149,16,28.0,55.0,183.0,0.0,0.0,55.0,55.0,0.0,4068.506787330317,1
9,1189,2023-09-14,149,16,28.0,55.0,217.0,0.0,0.0,60.0,60.0,0.0,4815.40346907994,1
10,1189,2023-09-15,149,16,28.0,55.0,250.0,0.0,0.0,40.0,40.0,0.0,5536.387631975867,1
11,1189,2023-09-16,149,16,28.0,55.0,278.0,0.0,0.0,50.0,50.0,0.0,6148.076923076923,1
12,1189,2023-09-17,149,16,28.0,55.0,307.0,0.0,0.0,60.0,60.0,0.0,6777.846907993967,1
13,1189,2023-09-18,149,16,28.0,55.0,346.0,0.0,0.0,65.0,65.0,0.0,7623.220211161388,1
14,1189,2023-09-19,149,16,28.0,55.0,376.0,0.0,0.0,30.0,30.0,0.0,8265.761689291101,1
15,1189,2023-09-20,149,16,28.0,55.0,411.0,0.0,0.0,25.0,25.0,110.0,9025.882352941177,1
16,1189,2023-09-21,149,16,28.0,55.0,472.0,0.0,0.0,30.0,30.0,0.0,10356.59125188537,1
17,1189,2023-09-22,149,16,28.0,55.0,498.0,0.0,0.0,25.0,25.0,0.0,10915.81447963801,1
18,1189,2023-09-23,149,16,28.0,55.0,558.0,0.0,0.0,30.0,30.0,0.0,12220.452488687783,1
19,1189,2023-09-24,149,16,28.0,55.0,615.0,0.0,0.0,28.0,28.0,0.0,13454.864253393665,1
20,1189,2023-09-25,149,16,28.0,55.0,678.0,0.0,0.0,25.0,25.0,0.0,14818.850678733032,1
21,1189,2023-09-26,149,16,28.0,55.0,755.0,0.0,0.0,25.0,25.0,0.0,16487.582956259426,1
22,1189,2023-09-27,149,16,28.0,55.0,876.0,0.0,0.0,25.0,25.0,0.0,19113.447963800903,1
23,1189,2023-09-28,149,16,28.0,55.0,938.0,0.0,0.0,28.0,28.0,0.0,20448.541478129715,1
24,1189,2023-09-29,149,16,28.0,55.0,1020.9999999999999,0.0,0.0,40.0,40.0,0.0,22236.39441930618,1
25,1189,2023-09-30,149,16,28.0,55.0,1108.0,0.0,0.0,45.0,45.0,0.0,24097.74660633484,1
26,1189,2023-10-01,149,16,28.0,55.0,1191.0,0.0,0.0,45.0,45.0,0.0,25862.48416289593,1
27,1189,2023-10-02,149,16,28.0,55.0,1267.0,0.0,0.0,60.0,60.0,0.0,27469.821266968327,1
28,1189,2023-10-03,149,16,28.0,55.0,1360.0,0.0,0.0,80.0,80.0,0.0,29424.615384615383,1
29,1189,2023-10-04,149,16,28.0,55.0,1427.0,0.0,0.0,65.0,65.0,0.0,30788.11689291101,1
30,1189,2023-10-05,149,16,28.0,55.0,1504.0,0.0,0.0,50.0,50.0,0.0,32375.698340874813,1
0,1191,2023-09-06,151,16,28.0,55.0,42.0,0.0,0.0,0.0,0.0,24.0,852.3529411764706,1
1,1191,2023-09-07,151,16,28.0,55.0,53.0,0.0,0.0,145.0,145.0,0.0,1075.5882352941176,1
2,1191,2023-09-08,151,16,28.0,55.0,75.0,0.0,0.0,130.0,130.0,0.0,1513.8574660633485,1
3,1191,2023-09-09,151,16,28.0,55.0,88.0,0.0,0.0,95.0,95.0,0.0,1767.63197586727,1
4,1191,2023-09-10,151,16,28.0,55.0,109.0,0.0,0.0,70.0,70.0,0.0,2181.6440422322776,1
5,1191,2023-09-11,151,16,28.0,55.0,126.0,0.0,0.0,65.0,65.0,0.0,2515.2488687782807,1
6,1191,2023-09-12,151,16,28.0,55.0,152.0,0.0,0.0,50.0,50.0,0.0,3026.817496229261,1
7,1191,2023-09-13,151,16,28.0,55.0,180.0,0.0,0.0,45.0,45.0,0.0,3577.601809954751,1
8,1191,2023-09-14,151,16,28.0,55.0,212.0,0.0,0.0,65.0,65.0,0.0,4206.425339366516,1
9,1191,2023-09-15,151,16,28.0,55.0,258.0,0.0,0.0,50.0,50.0,0.0,5106.493212669683,1
10,1191,2023-09-16,151,16,28.0,55.0,296.0,0.0,0.0,45.0,45.0,0.0,5847.450980392156,1
11,1191,2023-09-17,151,16,28.0,55.0,330.0,0.0,0.0,50.0,50.0,0.0,6507.918552036199,1
12,1191,2023-09-18,151,16,28.0,55.0,378.0,0.0,0.0,35.0,35.0,0.0,7440.27149321267,1
13,1191,2023-09-19,151,16,28.0,55.0,423.0,0.0,0.0,27.0,27.0,0.0,8314.85294117647,1
14,1191,2023-09-20,151,16,28.0,55.0,475.0,0.0,0.0,30.0,30.0,110.0,9327.337858220211,1
15,1191,2023-09-21,151,16,28.0,55.0,532.0,0.0,0.0,22.0,22.0,0.0,10434.582202111615,1
16,1191,2023-09-22,151,16,28.0,55.0,600.0,0.0,0.0,20.0,20.0,0.0,11758.371040723981,1
17,1191,2023-09-23,151,16,28.0,55.0,651.0,0.0,0.0,25.0,25.0,0.0,12748.013574660634,1
18,1191,2023-09-24,151,16,28.0,55.0,712.0,0.0,0.0,35.0,35.0,0.0,13929.10407239819,1
19,1191,2023-09-25,151,16,28.0,55.0,772.0,0.0,0.0,27.0,27.0,0.0,15082.52790346908,1
20,1191,2023-09-26,151,16,28.0,55.0,837.0,0.0,0.0,20.0,20.0,0.0,16335.386877828054,1
21,1191,2023-09-27,151,16,28.0,55.0,905.0,0.0,0.0,70.0,70.0,0.0,17648.865007541477,1
22,1191,2023-09-28,151,16,28.0,55.0,995.0,0.0,0.0,200.0,200.0,0.0,19351.47435897436,1
23,1191,2023-09-29,151,16,28.0,55.0,1090.0,0.0,0.0,230.0,230.0,0.0,21034.698340874813,1
24,1191,2023-09-30,151,16,28.0,55.0,1166.0,0.0,0.0,140.0,140.0,0.0,22299.090497737558,1
25,1191,2023-10-01,151,16,28.0,55.0,1256.0,0.0,0.0,110.0,110.0,0.0,23887.6802413273,1
26,1191,2023-10-02,151,16,28.0,55.0,1314.0,0.0,0.0,100.0,100.0,0.0,24881.76923076923,1
27,1191,2023-10-03,151,16,28.0,55.0,1413.0,0.0,0.0,95.0,95.0,0.0,26649.861990950227,1
28,1191,2023-10-04,151,16,28.0,55.0,1480.0,0.0,0.0,110.0,110.0,0.0,27807.481146304675,1
29,1191,2023-10-05,151,16,28.0,55.0,1615.0,0.0,0.0,80.0,80.0,0.0,30210.0,1
30,1191,2023-10-06,151,16,28.0,55.0,1677.0,0.0,0.0,120.0,120.0,0.0,31268.58823529412,1
0,1192,2023-09-06,152,16,28.0,55.0,39.0,0.0,0.0,0.0,0.0,0.0,859.2647058823529,1
1,1192,2023-09-07,152,16,28.0,55.0,45.0,0.0,0.0,135.0,135.0,24.0,991.4592760180996,1
2,1192,2023-09-08,152,16,28.0,55.0,62.0,0.0,0.0,170.0,170.0,0.0,1359.6983408748115,1
3,1192,2023-09-09,152,16,28.0,55.0,76.0,0.0,0.0,85.0,85.0,0.0,1656.9834087481147,1
4,1192,2023-09-10,152,16,28.0,55.0,89.0,0.0,0.0,110.0,110.0,0.0,1934.709653092006,1
5,1192,2023-09-11,152,16,28.0,55.0,106.0,0.0,0.0,70.0,70.0,0.0,2295.4675716440424,1
6,1192,2023-09-12,152,16,28.0,55.0,127.0,0.0,0.0,45.0,45.0,0.0,2743.525641025641,1
7,1192,2023-09-13,152,16,28.0,55.0,149.0,0.0,0.0,55.0,55.0,0.0,3213.725490196078,1
8,1192,2023-09-14,152,16,28.0,55.0,176.0,0.0,0.0,45.0,45.0,0.0,3788.7782805429865,1
9,1192,2023-09-15,152,16,28.0,55.0,212.0,0.0,0.0,40.0,40.0,0.0,4556.56108597285,1
10,1192,2023-09-16,152,16,28.0,55.0,244.0,0.0,0.0,40.0,40.0,0.0,5236.983408748115,1
11,1192,2023-09-17,152,16,28.0,55.0,276.0,0.0,0.0,30.0,30.0,0.0,5915.475113122172,1
12,1192,2023-09-18,152,16,28.0,55.0,316.0,0.0,0.0,28.0,28.0,0.0,6765.641025641025,1
13,1192,2023-09-19,152,16,28.0,55.0,351.0,0.0,0.0,25.0,25.0,0.0,7507.588235294118,1
14,1192,2023-09-20,152,16,28.0,55.0,388.0,0.0,0.0,30.0,30.0,110.0,8291.671191553545,1
15,1192,2023-09-21,152,16,28.0,55.0,420.0,0.0,0.0,35.0,35.0,0.0,8966.018099547511,1
16,1192,2023-09-22,152,16,28.0,55.0,469.0,0.0,0.0,25.0,25.0,0.0,9999.674208144796,1
17,1192,2023-09-23,152,16,28.0,55.0,517.0,0.0,0.0,30.0,30.0,0.0,11013.34766214178,1
18,1192,2023-09-24,152,16,28.0,55.0,569.0,0.0,0.0,25.0,25.0,0.0,12108.199849170438,1
19,1192,2023-09-25,152,16,28.0,55.0,622.0,0.0,0.0,25.0,25.0,0.0,13224.301659125189,1
20,1192,2023-09-26,152,16,28.0,55.0,672.0,0.0,0.0,24.0,24.0,0.0,14274.678733031675,1
21,1192,2023-09-27,152,16,28.0,55.0,737.0,0.0,0.0,25.0,25.0,0.0,15642.074660633483,1
22,1192,2023-09-28,152,16,28.0,55.0,808.0,0.0,0.0,36.0,36.0,0.0,17133.74358974359,1
23,1192,2023-09-29,152,16,28.0,55.0,888.0,0.0,0.0,25.0,25.0,0.0,18806.045248868777,1
24,1192,2023-09-30,152,16,28.0,55.0,965.0,0.0,0.0,25.0,25.0,0.0,20418.55580693816,1
25,1192,2023-10-01,152,16,28.0,55.0,1070.0,0.0,0.0,30.0,30.0,0.0,22620.090497737558,1
26,1192,2023-10-02,152,16,28.0,55.0,1169.0,0.0,0.0,35.0,35.0,0.0,24686.529411764706,1
27,1192,2023-10-03,152,16,28.0,55.0,1265.0,0.0,0.0,35.0,35.0,0.0,26680.43363499246,1
28,1192,2023-10-04,152,16,28.0,55.0,1326.0,0.0,0.0,28.0,28.0,0.0,27932.0,1
29,1192,2023-10-05,152,16,28.0,55.0,1423.0,0.0,0.0,30.0,30.0,0.0,29945.242835595778,1
30,1192,2023-10-06,152,16,28.0,55.0,1514.0,0.0,0.0,25.0,25.0,0.0,25432.00301659125,1
0,1193,2023-09-06,153,16,28.0,55.0,40.0,0.0,0.0,0.0,0.0,0.0,791.1010558069381,1
1,1193,2023-09-07,153,16,28.0,55.0,52.0,0.0,0.0,180.0,180.0,24.0,1028.4313725490197,1
2,1193,2023-09-08,153,16,28.0,55.0,72.0,0.0,0.0,165.0,165.0,0.0,1414.20814479638,1
3,1193,2023-09-09,153,16,28.0,55.0,88.0,0.0,0.0,90.0,90.0,0.0,1717.526395173454,1
4,1193,2023-09-10,153,16,28.0,55.0,105.0,0.0,0.0,80.0,80.0,0.0,2042.1945701357465,1
5,1193,2023-09-11,153,16,28.0,55.0,126.0,0.0,0.0,67.0,67.0,0.0,2443.031674208145,1
6,1193,2023-09-12,153,16,28.0,55.0,152.0,0.0,0.0,50.0,50.0,0.0,2939.469079939668,1
7,1193,2023-09-13,153,16,28.0,55.0,178.0,0.0,0.0,65.0,65.0,0.0,3435.561085972851,1
8,1193,2023-09-14,153,16,28.0,55.0,213.0,0.0,0.0,55.0,55.0,0.0,4100.651583710407,1
9,1193,2023-09-15,153,16,28.0,55.0,257.0,0.0,0.0,60.0,60.0,0.0,4937.074660633484,1
10,1193,2023-09-16,153,16,28.0,55.0,295.0,0.0,0.0,35.0,35.0,0.0,5653.721719457014,1
11,1193,2023-09-17,153,16,28.0,55.0,337.0,0.0,0.0,30.0,30.0,0.0,6449.763197586727,1
12,1193,2023-09-18,153,16,28.0,55.0,378.0,0.0,0.0,35.0,35.0,0.0,7225.900452488688,1
13,1193,2023-09-19,153,16,28.0,55.0,421.0,0.0,0.0,28.0,28.0,0.0,8036.782051282052,1
14,1193,2023-09-20,153,16,28.0,55.0,465.0,0.0,0.0,25.0,25.0,110.0,8866.911764705883,1
15,1193,2023-09-21,153,16,28.0,55.0,509.0,0.0,0.0,30.0,30.0,0.0,9696.33484162896,1
16,1193,2023-09-22,153,16,28.0,55.0,569.0,0.0,0.0,25.0,25.0,0.0,10826.447963800905,1
17,1193,2023-09-23,153,16,28.0,55.0,630.0,0.0,0.0,28.0,28.0,0.0,11975.226244343892,1
18,1193,2023-09-24,153,16,28.0,55.0,689.0,0.0,0.0,25.0,25.0,0.0,13082.166666666666,1
19,1193,2023-09-25,153,16,28.0,55.0,758.0,0.0,0.0,25.0,25.0,0.0,14377.990950226244,1
20,1193,2023-09-26,153,16,28.0,55.0,820.0,0.0,0.0,22.0,22.0,0.0,15538.567119155354,1
21,1193,2023-09-27,153,16,28.0,55.0,875.0,0.0,0.0,25.0,25.0,0.0,16566.270739064857,1
22,1193,2023-09-28,153,16,28.0,55.0,950.0,0.0,0.0,25.0,25.0,0.0,17968.325791855204,1
23,1193,2023-09-29,153,16,28.0,55.0,1010.0,0.0,0.0,28.0,28.0,0.0,19084.125188536953,1
24,1193,2023-09-30,153,16,28.0,55.0,1095.0,0.0,0.0,25.0,25.0,0.0,20667.092760180996,1
25,1193,2023-10-01,153,16,28.0,55.0,1172.0,0.0,0.0,30.0,30.0,0.0,22098.298642533937,1
26,1193,2023-10-02,153,16,28.0,55.0,1261.0,0.0,0.0,35.0,35.0,0.0,23747.882352941175,1
27,1193,2023-10-03,153,16,28.0,55.0,1360.0,0.0,0.0,40.0,40.0,0.0,25576.410256410258,1
28,1193,2023-10-04,153,16,28.0,55.0,1441.0,0.0,0.0,35.0,35.0,0.0,27056.242081447963,1
29,1193,2023-10-05,153,16,28.0,55.0,1541.0,0.0,0.0,40.0,40.0,0.0,28893.168929110107,1
30,1193,2023-10-06,153,16,28.0,55.0,1650.0,0.0,0.0,35.0,35.0,0.0,30887.10407239819,1
0,1194,2023-09-07,154,16,28.0,55.0,41.0,0.0,0.0,0.0,0.0,24.0,863.9064856711916,1
1,1194,2023-09-08,154,16,28.0,55.0,52.0,0.0,0.0,135.0,135.0,0.0,1095.686274509804,1
2,1194,2023-09-09,154,16,28.0,55.0,72.0,0.0,0.0,150.0,150.0,0.0,1509.7737556561085,1
3,1194,2023-09-10,154,16,28.0,55.0,90.0,0.0,0.0,100.0,100.0,0.0,1877.0361990950225,1
4,1194,2023-09-11,154,16,28.0,55.0,109.0,0.0,0.0,77.0,77.0,0.0,2265.079185520362,1
5,1194,2023-09-12,154,16,28.0,55.0,128.0,0.0,0.0,80.0,80.0,0.0,2652.476621417798,1
6,1194,2023-09-13,154,16,28.0,55.0,152.0,0.0,0.0,75.0,75.0,0.0,3140.6455505279037,1
7,1194,2023-09-14,154,16,28.0,55.0,177.0,0.0,0.0,65.0,65.0,0.0,3647.18778280543,1
8,1194,2023-09-15,154,16,28.0,55.0,210.0,0.0,0.0,45.0,45.0,0.0,4316.877828054298,1
9,1194,2023-09-16,154,16,28.0,55.0,251.0,0.0,0.0,50.0,50.0,0.0,5151.178733031674,1
10,1194,2023-09-17,154,16,28.0,55.0,292.0,0.0,0.0,43.0,43.0,0.0,5981.5957767722475,1
11,1194,2023-09-18,154,16,28.0,55.0,330.0,0.0,0.0,25.0,25.0,0.0,6749.321266968326,1
12,1194,2023-09-19,154,16,28.0,55.0,373.0,0.0,0.0,40.0,40.0,0.0,7621.7458521870285,1
13,1194,2023-09-20,154,16,28.0,55.0,422.0,0.0,0.0,30.0,30.0,110.0,8610.26395173454,1
14,1194,2023-09-21,154,16,28.0,55.0,473.0,0.0,0.0,30.0,30.0,0.0,9640.1395173454,1
15,1194,2023-09-22,154,16,28.0,55.0,522.0,0.0,0.0,35.0,35.0,0.0,10626.990950226244,1
16,1194,2023-09-23,154,16,28.0,55.0,530.0,0.0,0.0,30.0,30.0,0.0,10775.867269984918,1
17,1194,2023-09-24,154,16,28.0,55.0,642.0,0.0,0.0,33.0,33.0,0.0,13038.506787330316,1
18,1194,2023-09-25,154,16,28.0,55.0,709.0,0.0,0.0,28.0,28.0,0.0,14381.578431372549,1
19,1194,2023-09-26,154,16,28.0,55.0,778.0,0.0,0.0,40.0,40.0,0.0,15764.767722473605,1
20,1194,2023-09-27,154,16,28.0,55.0,853.0,0.0,0.0,35.0,35.0,0.0,17258.776018099546,1
21,1194,2023-09-28,154,16,28.0,55.0,917.0,0.0,0.0,40.0,40.0,0.0,18529.485671191553,1
22,1194,2023-09-29,154,16,28.0,55.0,1010.9999999999999,0.0,0.0,70.0,70.0,0.0,20398.41176470588,1
23,1194,2023-09-30,154,16,28.0,55.0,1078.0,0.0,0.0,70.0,70.0,0.0,21693.327300150828,1
24,1194,2023-10-01,154,16,28.0,55.0,1180.0,0.0,0.0,55.0,55.0,0.0,23683.650075414782,1
25,1194,2023-10-02,154,16,28.0,55.0,1260.0,0.0,0.0,70.0,70.0,0.0,25237.058823529413,1
26,1194,2023-10-03,154,16,28.0,55.0,1321.0,0.0,0.0,65.0,65.0,0.0,26389.11689291101,1
27,1194,2023-10-04,154,16,28.0,55.0,1378.0,0.0,0.0,55.0,55.0,0.0,27460.235294117647,1
28,1194,2023-10-05,154,16,28.0,55.0,1488.0,0.0,0.0,50.0,50.0,0.0,29590.552036199097,1
29,1194,2023-10-06,154,16,28.0,55.0,1567.0,0.0,0.0,70.0,70.0,0.0,31102.468325791855,1
30,1194,2023-10-07,154,16,28.0,55.0,1679.0,0.0,0.0,55.0,55.0,0.0,33236.85595776772,1
0,1195,2023-09-07,155,16,28.0,55.0,41.0,0.0,0.0,0.0,0.0,24.0,863.288084464555,1
1,1195,2023-09-08,155,16,28.0,55.0,51.0,0.0,0.0,155.0,155.0,0.0,1073.8461538461538,1
2,1195,2023-09-09,155,16,28.0,55.0,71.0,0.0,0.0,130.0,130.0,0.0,1486.6628959276018,1
3,1195,2023-09-10,155,16,28.0,55.0,86.0,0.0,0.0,105.0,105.0,0.0,1792.315233785822,1
4,1195,2023-09-11,155,16,28.0,55.0,103.0,0.0,0.0,80.0,80.0,0.0,2138.4539969834086,1
5,1195,2023-09-12,155,16,28.0,55.0,123.0,0.0,0.0,60.0,60.0,0.0,2546.266968325792,1
6,1195,2023-09-13,155,16,28.0,55.0,146.0,0.0,0.0,80.0,80.0,0.0,3015.79185520362,1
7,1195,2023-09-14,155,16,28.0,55.0,168.0,0.0,0.0,70.0,70.0,0.0,3460.0904977375567,1
8,1195,2023-09-15,155,16,28.0,55.0,198.0,0.0,0.0,45.0,45.0,0.0,4067.5113122171947,1
9,1195,2023-09-16,155,16,28.0,55.0,235.0,0.0,0.0,50.0,50.0,0.0,4819.626696832579,1
10,1195,2023-09-17,155,16,28.0,55.0,271.0,0.0,0.0,45.0,45.0,0.0,5547.733785822021,1
11,1195,2023-09-18,155,16,28.0,55.0,305.0,0.0,0.0,30.0,30.0,0.0,6233.408748114631,1
12,1195,2023-09-19,155,16,28.0,55.0,353.0,0.0,0.0,35.0,35.0,0.0,7206.417797888386,1
13,1195,2023-09-20,155,16,28.0,55.0,393.0,0.0,0.0,30.0,30.0,110.0,8012.635746606335,1
14,1195,2023-09-21,155,16,28.0,55.0,436.0,0.0,0.0,25.0,25.0,0.0,8879.47209653092,1
15,1195,2023-09-22,155,16,28.0,55.0,475.0,0.0,0.0,40.0,40.0,0.0,9664.78129713424,1
16,1195,2023-09-23,155,16,28.0,55.0,530.0,0.0,0.0,35.0,35.0,0.0,10767.87330316742,1
17,1195,2023-09-24,155,16,28.0,55.0,580.0,0.0,0.0,35.0,35.0,0.0,11768.401206636501,1
18,1195,2023-09-25,155,16,28.0,55.0,627.0,0.0,0.0,27.0,27.0,0.0,12705.497737556561,1
19,1195,2023-09-26,155,16,28.0,55.0,704.0,0.0,0.0,60.0,60.0,0.0,14251.48717948718,1
20,1195,2023-09-27,155,16,28.0,55.0,769.0,0.0,0.0,55.0,55.0,0.0,15532.524132730015,1
21,1195,2023-09-28,155,16,28.0,55.0,839.0,0.0,0.0,80.0,80.0,0.0,16911.607843137255,1
22,1195,2023-09-29,155,16,28.0,55.0,910.0,0.0,0.0,150.0,150.0,0.0,18287.843137254902,1
23,1195,2023-09-30,155,16,28.0,55.0,1016.0,0.0,0.0,150.0,150.0,0.0,20303.143288084466,1
24,1195,2023-10-01,155,16,28.0,55.0,1106.0,0.0,0.0,140.0,140.0,0.0,21976.536953242834,1
25,1195,2023-10-02,155,16,28.0,55.0,1198.0,0.0,0.0,150.0,150.0,0.0,23678.117647058825,1
26,1195,2023-10-03,155,16,28.0,55.0,1277.0,0.0,0.0,180.0,180.0,0.0,25095.072398190045,1
27,1195,2023-10-04,155,16,28.0,55.0,1369.0,0.0,0.0,180.0,180.0,0.0,26717.18099547511,1
28,1195,2023-10-05,155,16,28.0,55.0,1462.0,0.0,0.0,160.0,160.0,0.0,28333.69230769231,1
29,1195,2023-10-06,155,16,28.0,55.0,1566.0,0.0,0.0,170.0,170.0,0.0,30160.262443438914,1
30,1195,2023-10-07,155,16,28.0,55.0,1677.0,0.0,0.0,120.0,120.0,0.0,32083.058823529413,1
0,1196,2023-09-07,156,16,28.0,55.0,41.0,0.0,0.0,0.0,0.0,24.0,875.3469079939669,1
1,1196,2023-09-08,156,16,28.0,55.0,49.0,0.0,0.0,160.0,160.0,0.0,1046.1463046757165,1
2,1196,2023-09-09,156,16,28.0,55.0,71.0,0.0,0.0,145.0,145.0,0.0,1507.2775263951735,1
3,1196,2023-09-10,156,16,28.0,55.0,91.0,0.0,0.0,120.0,120.0,0.0,1921.9117647058824,1
4,1196,2023-09-11,156,16,28.0,55.0,110.0,0.0,0.0,90.0,90.0,0.0,2313.235294117647,1
5,1196,2023-09-12,156,16,28.0,55.0,136.0,0.0,0.0,50.0,50.0,0.0,2850.769230769231,1
6,1196,2023-09-13,156,16,28.0,55.0,159.0,0.0,0.0,95.0,95.0,0.0,3326.889140271493,1
7,1196,2023-09-14,156,16,28.0,55.0,175.0,0.0,0.0,75.0,75.0,0.0,3649.132730015083,1
8,1196,2023-09-15,156,16,28.0,55.0,215.0,0.0,0.0,60.0,60.0,0.0,4471.059577677224,1
9,1196,2023-09-16,156,16,28.0,55.0,259.0,0.0,0.0,45.0,45.0,0.0,5374.347662141779,1
10,1196,2023-09-17,156,16,28.0,55.0,298.0,0.0,0.0,40.0,40.0,0.0,6173.499245852187,1
11,1196,2023-09-18,156,16,28.0,55.0,334.0,0.0,0.0,35.0,35.0,0.0,6909.21568627451,1
12,1196,2023-09-19,156,16,28.0,55.0,376.0,0.0,0.0,30.0,30.0,0.0,7768.114630467571,1
13,1196,2023-09-20,156,16,28.0,55.0,414.0,0.0,0.0,25.0,25.0,85.0,8543.823529411764,1
14,1196,2023-09-21,156,16,28.0,55.0,463.0,0.0,0.0,23.0,23.0,0.0,9546.3197586727,1
15,1196,2023-09-22,156,16,28.0,55.0,513.0,0.0,0.0,30.0,30.0,0.0,10568.341628959275,1
16,1196,2023-09-23,156,16,28.0,55.0,580.0,0.0,0.0,35.0,35.0,0.0,11935.490196078432,1
17,1196,2023-09-24,156,16,28.0,55.0,645.0,0.0,0.0,30.0,30.0,0.0,13256.06334841629,1
18,1196,2023-09-25,156,16,28.0,55.0,716.0,0.0,0.0,25.0,25.0,0.0,14699.058823529413,1
19,1196,2023-09-26,156,16,28.0,55.0,770.0,0.0,0.0,30.0,30.0,0.0,15793.12971342383,1
20,1196,2023-09-27,156,16,28.0,55.0,1140.0,0.0,0.0,30.0,30.0,0.0,23356.2443438914,1
21,1196,2023-09-28,156,16,28.0,55.0,891.0,0.0,0.0,45.0,45.0,0.0,18234.590497737558,1
22,1196,2023-09-29,156,16,28.0,55.0,973.0,0.0,0.0,40.0,40.0,0.0,19879.725490196077,1
23,1196,2023-09-30,156,16,28.0,55.0,1398.0,0.0,0.0,45.0,45.0,0.0,28520.886877828056,1
24,1196,2023-10-01,156,16,28.0,55.0,1160.0,0.0,0.0,85.0,85.0,0.0,23626.033182503772,1
25,1196,2023-10-02,156,16,28.0,55.0,1236.0,0.0,0.0,60.0,60.0,0.0,25094.714932126695,1
26,1196,2023-10-03,156,16,28.0,55.0,1331.0,0.0,0.0,60.0,60.0,0.0,26963.289592760182,1
27,1196,2023-10-04,156,16,28.0,55.0,1446.0,0.0,0.0,50.0,50.0,0.0,29227.52036199095,1
28,1196,2023-10-05,156,16,28.0,55.0,1510.0,0.0,0.0,40.0,40.0,0.0,30464.19306184012,1
29,1196,2023-10-06,156,16,28.0,55.0,1589.0,0.0,0.0,35.0,35.0,0.0,32010.0814479638,1
