age,placement_id,the_date,house_id,farm_id,temperature_min,humidity_morning,daily_weight,daily_first_feed_intake,daily_second_feed_intake,daily_mortality,daily_loss,total_meds,birds_density,season_encoded
0,162,2023-01-09,140,15,28.0,52.0,42.0,0.0,0.0,0.0,0.0,0.0,822.737556561086,2
1,162,2023-01-10,140,15,28.0,52.0,50.0,0.0,0.0,120.0,120.0,0.0,979.4494720965309,2
2,162,2023-01-11,140,15,28.0,52.0,70.0,0.0,0.0,90.0,90.0,0.0,1364.894419306184,2
3,162,2023-01-12,140,15,28.0,52.0,90.0,0.0,0.0,70.0,70.0,0.0,1748.7556561085973,2
4,162,2023-01-13,140,15,28.0,52.0,110.0,0.0,0.0,60.0,60.0,0.0,2131.561085972851,2
5,162,2023-01-14,140,15,28.0,52.0,140.0,0.0,0.0,55.0,55.0,0.0,2706.561085972851,2
6,162,2023-01-15,140,15,28.0,52.0,165.0,0.0,0.0,48.0,48.0,0.0,3183.031674208145,2
7,162,2023-01-16,140,15,28.0,52.0,188.0,0.0,0.0,50.0,50.0,0.0,3619.921568627451,2
8,162,2023-01-17,140,15,28.0,52.0,215.0,0.0,0.0,47.0,47.0,0.0,4131.696832579186,2
9,162,2023-01-18,140,15,28.0,52.0,253.0,0.0,0.0,39.0,39.0,0.0,4852.982654600301,2
10,162,2023-01-19,140,15,28.0,52.0,290.0,0.0,0.0,38.0,38.0,0.0,5554.177978883861,2
11,162,2023-01-20,140,15,28.0,52.0,321.0,0.0,0.0,43.0,43.0,0.0,6138.701357466063,2
12,162,2023-01-21,140,15,28.0,52.0,363.0,0.0,0.0,39.0,39.0,0.0,6930.12443438914,2
13,162,2023-01-22,140,15,28.0,52.0,424.0,0.0,0.0,34.0,34.0,0.0,8082.220211161388,2
14,162,2023-01-23,140,15,28.0,52.0,476.0,0.0,0.0,30.0,30.0,0.0,9061.23076923077,2
15,162,2023-01-24,140,15,28.0,52.0,543.0,0.0,0.0,34.0,34.0,0.0,10324.371040723981,2
16,162,2023-01-25,140,15,28.0,52.0,609.0,0.0,0.0,31.0,31.0,0.0,11563.651583710407,2
17,162,2023-01-26,140,15,28.0,52.0,678.0,0.0,0.0,35.0,35.0,0.0,12857.968325791855,2
18,162,2023-01-27,140,15,28.0,52.0,761.0,0.0,0.0,32.0,32.0,0.0,14411.939668174962,2
19,162,2023-01-28,140,15,28.0,52.0,842.0,0.0,0.0,31.0,31.0,0.0,15925.610859728507,2
20,162,2023-01-29,140,15,28.0,52.0,940.0,0.0,0.0,30.0,30.0,0.0,17757.209653092006,2
21,162,2023-01-30,140,15,28.0,52.0,1006.0,0.0,0.0,33.0,33.0,0.0,18981.232277526397,2
22,162,2023-01-31,140,15,28.0,52.0,1095.0,0.0,0.0,32.0,32.0,0.0,20633.235294117647,2
23,162,2023-02-01,140,15,28.0,52.0,1185.0,0.0,0.0,36.0,36.0,0.0,22300.52036199095,2
24,162,2023-02-02,140,15,28.0,52.0,1257.0,0.0,0.0,40.0,40.0,0.0,23621.361990950227,2
25,162,2023-02-03,140,15,28.0,52.0,1326.0,0.0,0.0,48.0,48.0,0.0,24878.0,2
26,162,2023-02-04,140,15,28.0,52.0,1403.0,0.0,0.0,50.0,50.0,0.0,26271.86274509804,2
27,162,2023-02-05,140,15,28.0,52.0,1480.0,0.0,0.0,60.0,60.0,0.0,27657.9185520362,2
28,162,2023-02-06,140,15,28.0,52.0,1595.0,0.0,0.0,67.0,67.0,0.0,29734.841628959275,2
29,162,2023-02-07,140,15,28.0,52.0,1665.0,0.0,0.0,70.0,70.0,0.0,30955.69004524887,2
30,162,2023-02-08,140,15,28.0,52.0,1765.0,0.0,0.0,85.0,85.0,0.0,32721.71568627451,2
0,163,2023-01-09,139,15,28.0,52.0,41.0,0.0,0.0,0.0,0.0,0.0,802.8393665158371,2
1,163,2023-01-10,139,15,28.0,52.0,53.0,0.0,0.0,215.0,215.0,0.0,1037.816742081448,2
2,163,2023-01-11,139,15,28.0,52.0,70.0,0.0,0.0,165.0,165.0,0.0,1359.3514328808446,2
3,163,2023-01-12,139,15,28.0,52.0,90.0,0.0,0.0,130.0,130.0,0.0,1736.5384615384614,2
4,163,2023-01-13,139,15,28.0,52.0,110.0,0.0,0.0,85.0,85.0,0.0,2111.651583710407,2
5,163,2023-01-14,139,15,28.0,52.0,140.0,0.0,0.0,70.0,70.0,0.0,2678.5822021116137,2
6,163,2023-01-15,139,15,28.0,52.0,165.0,0.0,0.0,50.0,50.0,0.0,3148.190045248869,2
7,163,2023-01-16,139,15,28.0,52.0,190.0,0.0,0.0,65.0,65.0,0.0,3618.024132730015,2
8,163,2023-01-17,139,15,28.0,52.0,218.0,0.0,0.0,63.0,63.0,0.0,4140.52036199095,2
9,163,2023-01-18,139,15,28.0,52.0,256.0,0.0,0.0,50.0,50.0,0.0,4850.099547511312,2
10,163,2023-01-19,139,15,28.0,52.0,292.0,0.0,0.0,47.0,47.0,0.0,5521.1342383107085,2
11,163,2023-01-20,139,15,28.0,52.0,328.0,0.0,0.0,65.0,65.0,0.0,6190.196078431372,2
12,163,2023-01-21,139,15,28.0,52.0,366.0,0.0,0.0,50.0,50.0,0.0,6889.411764705882,2
13,163,2023-01-22,139,15,28.0,52.0,422.0,0.0,0.0,40.0,40.0,0.0,7927.616892911011,2
14,163,2023-01-23,139,15,28.0,52.0,475.0,0.0,0.0,38.0,38.0,0.0,8908.93665158371,2
15,163,2023-01-24,139,15,28.0,52.0,532.0,0.0,0.0,40.0,40.0,0.0,9962.763197586726,2
16,163,2023-01-25,139,15,28.0,52.0,612.0,0.0,0.0,42.0,42.0,0.0,11442.461538461539,2
17,163,2023-01-26,139,15,28.0,52.0,676.0,0.0,0.0,38.0,38.0,0.0,12617.64705882353,2
18,163,2023-01-27,139,15,28.0,52.0,750.0,0.0,0.0,40.0,40.0,0.0,13977.37556561086,2
19,163,2023-01-28,139,15,28.0,52.0,828.0,0.0,0.0,42.0,42.0,0.0,15406.045248868779,2
20,163,2023-01-29,139,15,28.0,52.0,915.0,0.0,0.0,36.0,36.0,0.0,16995.814479638007,2
21,163,2023-01-30,139,15,28.0,52.0,1002.9999999999999,0.0,0.0,35.0,35.0,0.0,18603.153846153844,2
22,163,2023-01-31,139,15,28.0,52.0,1090.0,0.0,0.0,38.0,38.0,0.0,20188.016591251886,2
23,163,2023-02-01,139,15,28.0,52.0,1180.0,0.0,0.0,40.0,40.0,0.0,21821.10105580694,2
24,163,2023-02-02,139,15,28.0,52.0,1258.0,0.0,0.0,60.0,60.0,0.0,23225.5641025641,2
25,163,2023-02-03,139,15,28.0,52.0,1333.0,0.0,0.0,65.0,65.0,0.0,24549.919306184012,2
26,163,2023-02-04,139,15,28.0,52.0,1400.0,0.0,0.0,70.0,70.0,0.0,25715.23378582202,2
27,163,2023-02-05,139,15,28.0,52.0,1495.0,0.0,0.0,85.0,85.0,0.0,27381.274509803923,2
28,163,2023-02-06,139,15,28.0,52.0,1560.0,0.0,0.0,80.0,80.0,0.0,28471.764705882353,2
29,163,2023-02-07,139,15,28.0,52.0,1655.0,0.0,0.0,130.0,130.0,0.0,30105.773001508296,2
30,163,2023-02-08,139,15,28.0,52.0,1675.0,0.0,0.0,190.0,190.0,0.0,30305.37330316742,2
0,221,2023-01-17,104,12,32.0,52.0,40.0,0.0,0.0,0.0,0.0,0.0,813.1221719457013,2
1,221,2023-01-18,104,12,32.0,52.0,52.0,0.0,0.0,40.0,60.0,0.0,1057.0588235294117,2
2,221,2023-01-19,104,12,31.0,52.0,69.0,0.0,0.0,50.0,65.0,0.0,1399.5135746606336,2
3,221,2023-01-20,104,12,31.0,52.0,81.0,0.0,0.0,35.0,60.0,0.0,1638.9366515837105,2
4,221,2023-01-21,104,12,31.0,52.0,105.0,0.0,0.0,30.0,45.0,0.0,2119.7963800904977,2
5,221,2023-01-22,104,12,30.5,52.0,130.0,0.0,0.0,40.0,60.0,0.0,2620.098039215686,2
6,221,2023-01-23,104,12,30.5,52.0,160.0,0.0,0.0,35.0,50.0,0.0,3217.4962292609353,2
7,221,2023-01-24,104,12,30.1,52.0,190.0,0.0,0.0,30.0,40.0,0.0,3813.6123680241326,2
8,221,2023-01-25,104,12,29.6,52.0,215.0,0.0,0.0,35.0,50.0,0.0,4308.917797888386,2
9,221,2023-01-26,104,12,29.3,52.0,240.0,0.0,0.0,40.0,60.0,0.0,4800.904977375566,2
10,221,2023-01-27,104,12,29.2,52.0,240.0,0.0,0.0,35.0,45.0,0.0,4790.045248868778,2
11,221,2023-01-28,104,12,28.8,52.0,315.0,0.0,0.0,30.0,30.0,0.0,6276.244343891402,2
12,221,2023-01-29,104,12,28.8,52.0,370.0,0.0,0.0,30.0,45.0,0.0,7363.725490196079,2
13,221,2023-01-30,104,12,28.3,52.0,400.0,0.0,0.0,25.0,25.0,0.0,7947.209653092006,2
14,221,2023-01-31,104,12,28.0,52.0,450.0,0.0,0.0,30.0,30.0,0.0,8932.12669683258,2
15,221,2023-02-01,104,12,28.3,52.0,505.0,0.0,0.0,25.0,25.0,0.0,10012.405731523379,2
16,221,2023-02-02,104,12,27.5,52.0,560.0,0.0,0.0,20.0,20.0,0.0,11092.307692307691,2
17,221,2023-02-03,104,12,27.0,52.0,600.0,0.0,0.0,25.0,25.0,0.0,11875.565610859729,2
18,221,2023-02-04,104,12,27.0,52.0,650.0,0.0,0.0,25.0,25.0,0.0,12852.941176470587,2
19,221,2023-02-05,104,12,26.5,52.0,720.0,0.0,0.0,30.0,30.0,0.0,14223.529411764706,2
20,221,2023-02-06,104,12,26.5,52.0,800.0,0.0,0.0,25.0,25.0,0.0,15785.822021116139,2
21,221,2023-02-07,104,12,25.0,52.0,835.0,0.0,0.0,35.0,35.0,0.0,16460.708898944195,2
22,221,2023-02-08,104,12,25.0,52.0,925.0,0.0,0.0,30.0,30.0,0.0,18210.501508295627,2
23,221,2023-02-09,104,12,24.0,52.0,985.0,0.0,0.0,25.0,25.0,0.0,19369.438159879337,2
24,221,2023-02-10,104,12,24.0,52.0,1050.0,0.0,0.0,25.0,25.0,0.0,20627.828054298643,2
25,221,2023-02-11,104,12,24.0,52.0,1100.0,0.0,0.0,35.0,35.0,0.0,21589.366515837104,2
26,221,2023-02-12,104,12,24.0,52.0,1225.0,0.0,0.0,40.0,40.0,0.0,24010.369532428354,2
27,221,2023-02-13,104,12,23.0,52.0,1310.0,0.0,0.0,45.0,45.0,24.0,25636.877828054297,2
28,221,2023-02-14,104,12,23.0,52.0,1500.0,0.0,0.0,55.0,55.0,440.0,29304.298642533937,2
29,221,2023-02-15,104,12,23.0,52.0,1550.0,0.0,0.0,50.0,50.0,1.0,30216.81749622926,2
30,221,2023-02-16,104,12,23.0,52.0,1565.0,0.0,0.0,70.0,70.0,0.0,30450.226244343892,2
0,223,2023-01-17,106,12,32.0,52.0,44.0,0.0,0.0,0.0,0.0,0.0,880.6636500754148,2
1,223,2023-01-18,106,12,32.0,52.0,55.0,0.0,0.0,50.0,75.0,0.0,1100.8295625942685,2
2,223,2023-01-19,106,12,31.0,52.0,72.0,0.0,0.0,45.0,65.0,0.0,1437.0135746606336,2
3,223,2023-01-20,106,12,31.2,52.0,84.0,0.0,0.0,30.0,45.0,0.0,1672.3981900452488,2
4,223,2023-01-21,106,12,31.0,52.0,110.0,0.0,0.0,35.0,45.0,0.0,2186.31221719457,2
5,223,2023-01-22,106,12,30.5,52.0,135.0,0.0,0.0,30.0,40.0,0.0,2678.6199095022625,2
6,223,2023-01-23,106,12,30.4,52.0,165.0,0.0,0.0,35.0,45.0,0.0,3268.891402714932,2
7,223,2023-01-24,106,12,30.0,52.0,185.0,0.0,0.0,40.0,50.0,0.0,3658.842383107089,2
8,223,2023-01-25,106,12,30.0,52.0,220.0,0.0,0.0,25.0,40.0,0.0,4342.760180995475,2
9,223,2023-01-26,106,12,29.5,52.0,245.0,0.0,0.0,30.0,35.0,0.0,4828.865007541478,2
10,223,2023-01-27,106,12,29.5,52.0,245.0,0.0,0.0,30.0,40.0,0.0,4822.398190045249,2
11,223,2023-01-28,106,12,28.8,52.0,25.0,0.0,0.0,25.0,25.0,0.0,491.32730015082956,2
12,223,2023-01-29,106,12,28.5,52.0,360.0,0.0,0.0,35.0,50.0,0.0,7068.3257918552035,2
13,223,2023-01-30,106,12,28.2,52.0,410.0,0.0,0.0,25.0,25.0,0.0,8034.577677224736,2
14,223,2023-01-31,106,12,28.0,52.0,440.0,0.0,0.0,35.0,35.0,0.0,8614.177978883861,2
15,223,2023-02-01,106,12,28.0,52.0,485.0,0.0,0.0,30.0,30.0,0.0,9482.371794871795,2
16,223,2023-02-02,106,12,27.5,52.0,545.0,0.0,0.0,25.0,25.0,0.0,10643.118401206637,2
17,223,2023-02-03,106,12,27.0,52.0,590.0,0.0,0.0,30.0,30.0,0.0,11510.78431372549,2
18,223,2023-02-04,106,12,27.0,52.0,645.0,0.0,0.0,20.0,20.0,0.0,12569.23076923077,2
19,223,2023-02-05,106,12,27.0,52.0,715.0,0.0,0.0,30.0,30.0,0.0,13922.549019607843,2
20,223,2023-02-06,106,12,26.5,52.0,800.0,0.0,0.0,35.0,35.0,0.0,15559.577677224735,2
21,223,2023-02-07,106,12,25.0,52.0,820.0,0.0,0.0,35.0,35.0,0.0,15926.923076923076,2
22,223,2023-02-08,106,12,25.0,52.0,900.0,0.0,0.0,30.0,30.0,0.0,17457.013574660632,2
23,223,2023-02-09,106,12,24.0,52.0,975.0,0.0,0.0,25.0,25.0,0.0,18889.70588235294,2
24,223,2023-02-10,106,12,24.0,52.0,1040.0,0.0,0.0,30.0,30.0,0.0,20129.41176470588,2
25,223,2023-02-11,106,12,24.0,52.0,1120.0,0.0,0.0,30.0,30.0,0.0,21652.488687782807,2
26,223,2023-02-12,106,12,24.0,52.0,1200.0,0.0,0.0,40.0,40.0,0.0,23171.945701357465,2
27,223,2023-02-13,106,12,23.0,52.0,1290.0,0.0,0.0,45.0,45.0,24.0,24870.927601809955,2
28,223,2023-02-14,106,12,23.0,52.0,1450.0,0.0,0.0,45.0,45.0,423.0,27906.485671191553,2
29,223,2023-02-15,106,12,23.0,52.0,1500.0,0.0,0.0,50.0,50.0,16.0,28817.87330316742,2
30,223,2023-02-16,106,12,23.0,52.0,1500.0,0.0,0.0,60.0,60.0,0.0,28761.31221719457,2
0,235,2023-01-21,1,1,30.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,754.1478129713424,2
1,235,2023-01-22,1,1,30.0,40.0,57.0,0.0,0.0,137.0,137.0,0.0,1074.6606334841629,2
2,235,2023-01-23,1,1,29.0,43.0,75.0,0.0,0.0,110.0,110.0,0.0,1406.2782805429865,2
3,235,2023-01-24,1,1,28.0,45.0,85.0,0.0,0.0,65.0,65.0,0.0,1586.7307692307693,2
4,235,2023-01-25,1,1,29.0,45.0,105.0,0.0,0.0,30.0,30.0,0.0,1954.9321266968325,2
5,235,2023-01-26,1,1,28.0,50.0,130.0,0.0,0.0,40.0,40.0,26.0,2417.450980392157,2
6,235,2023-01-27,1,1,28.0,48.0,160.0,0.0,0.0,65.0,65.0,0.0,2970.497737556561,2
7,235,2023-01-28,1,1,28.0,51.0,180.0,0.0,0.0,70.0,70.0,14.0,3332.9864253393666,2
8,235,2023-01-29,1,1,27.0,51.0,205.0,0.0,0.0,120.0,120.0,3.0,3785.079185520362,2
9,235,2023-01-30,1,1,28.0,50.0,238.0,0.0,0.0,100.0,100.0,0.0,4372.846153846154,2
10,235,2023-01-31,1,1,27.0,53.0,268.0,0.0,0.0,80.0,80.0,0.0,4903.8340874811465,2
11,235,2023-02-01,1,1,27.0,52.0,300.0,0.0,0.0,110.0,110.0,0.0,5471.266968325792,2
12,235,2023-02-02,1,1,26.0,49.0,335.0,0.0,0.0,85.0,85.0,0.0,6081.791101055807,2
13,235,2023-02-03,1,1,27.0,50.0,380.0,0.0,0.0,110.0,110.0,0.0,6874.3891402714935,2
14,235,2023-02-04,1,1,27.0,52.0,412.0,0.0,0.0,75.0,75.0,35.0,7419.107088989442,2
15,235,2023-02-05,1,1,27.0,51.0,463.0,0.0,0.0,110.0,110.0,0.0,8311.303921568628,2
16,235,2023-02-06,1,1,26.0,42.0,513.0,0.0,0.0,95.0,95.0,39.0,9166.296380090498,2
17,235,2023-02-07,1,1,26.0,50.0,572.0,0.0,0.0,95.0,95.0,0.0,10179.529411764706,2
18,235,2023-02-08,1,1,26.0,52.0,638.0,0.0,0.0,100.0,100.0,68.0,11308.381598793363,2
19,235,2023-02-09,1,1,26.0,48.0,713.0,0.0,0.0,75.0,75.0,0.0,12583.966063348416,2
20,235,2023-02-10,1,1,27.0,49.0,768.0,0.0,0.0,85.0,85.0,0.0,13511.239819004524,2
21,235,2023-02-11,1,1,25.0,48.0,823.0,0.0,0.0,80.0,80.0,20.0,14426.085218702865,2
22,235,2023-02-12,1,1,26.0,45.0,900.0,0.0,0.0,80.0,80.0,25.0,15721.493212669684,2
23,235,2023-02-13,1,1,26.0,51.0,977.0,0.0,0.0,75.0,75.0,0.0,17007.610105580694,2
24,235,2023-02-14,1,1,26.0,51.0,1060.0,0.0,0.0,95.0,95.0,41.0,18392.518853695325,2
25,235,2023-02-15,1,1,25.0,55.0,1130.0,0.0,0.0,120.0,120.0,0.0,19526.161387631975,2
26,235,2023-02-16,1,1,25.0,54.0,1228.0,0.0,0.0,110.0,110.0,0.0,21108.44947209653,2
27,235,2023-02-17,1,1,25.0,53.0,1317.0,0.0,0.0,120.0,120.0,12.0,22529.04298642534,2
28,235,2023-02-18,1,1,24.0,50.0,1388.0,0.0,0.0,95.0,95.0,0.0,23617.981900452487,2
29,235,2023-02-19,1,1,24.0,44.0,1535.0,0.0,0.0,130.0,130.0,0.0,26009.336349924586,2
30,235,2023-02-20,1,1,23.0,41.0,1587.0,0.0,0.0,120.0,120.0,0.0,26734.846153846152,2
0,236,2023-01-21,2,1,29.0,49.0,40.0,0.0,0.0,0.0,0.0,0.0,855.8139534883721,2
1,236,2023-01-22,2,1,29.0,49.0,55.0,0.0,0.0,95.0,95.0,0.0,1176.7441860465117,2
2,236,2023-01-23,2,1,29.0,49.0,70.0,0.0,0.0,80.0,80.0,0.0,1491.4883720930231,2
3,236,2023-01-24,2,1,29.0,49.0,80.0,0.0,0.0,40.0,40.0,0.0,1698.6046511627908,2
4,236,2023-01-25,2,1,29.0,49.0,103.0,0.0,0.0,35.0,35.0,0.0,2183.1209302325583,2
5,236,2023-01-26,2,1,29.0,49.0,125.0,0.0,0.0,35.0,35.0,26.0,2645.3488372093025,2
6,236,2023-01-27,2,1,28.0,49.0,155.0,0.0,0.0,40.0,40.0,0.0,3275.186046511628,2
7,236,2023-01-28,2,1,28.0,49.0,175.0,0.0,0.0,35.0,35.0,14.0,3691.279069767442,2
8,236,2023-01-29,2,1,27.0,49.0,200.0,0.0,0.0,40.0,40.0,2.0,4212.093023255814,2
9,236,2023-01-30,2,1,28.0,49.0,230.0,0.0,0.0,30.0,30.0,0.0,4835.3488372093025,2
10,236,2023-01-31,2,1,27.0,49.0,260.0,0.0,0.0,45.0,45.0,0.0,5458.790697674419,2
11,236,2023-02-01,2,1,27.0,49.0,295.0,0.0,0.0,35.0,35.0,0.0,6181.279069767442,2
12,236,2023-02-02,2,1,26.0,49.0,325.0,0.0,0.0,40.0,40.0,0.0,6799.302325581395,2
13,236,2023-02-03,2,1,27.0,49.0,375.0,0.0,0.0,35.0,35.0,0.0,7831.395348837209,2
14,236,2023-02-04,2,1,27.0,49.0,395.0,0.0,0.0,30.0,30.0,35.0,8236.209302325582,2
15,236,2023-02-05,2,1,27.0,49.0,450.0,0.0,0.0,35.0,35.0,0.0,9370.46511627907,2
16,236,2023-02-06,2,1,26.0,49.0,490.0,0.0,0.0,45.0,45.0,0.0,10187.441860465116,2
17,236,2023-02-07,2,1,26.0,49.0,560.0,0.0,0.0,40.0,40.0,0.0,11619.348837209302,2
18,236,2023-02-08,2,1,26.0,49.0,620.0,0.0,0.0,40.0,40.0,67.0,12841.209302325582,2
19,236,2023-02-09,2,1,26.0,49.0,700.0,0.0,0.0,45.0,45.0,0.0,14472.093023255815,2
20,236,2023-02-10,2,1,27.0,49.0,750.0,0.0,0.0,35.0,35.0,0.0,15474.418604651162,2
21,236,2023-02-11,2,1,25.0,49.0,800.0,0.0,0.0,37.0,37.0,20.0,16480.0,2
22,236,2023-02-12,2,1,26.0,49.0,880.0,0.0,0.0,35.0,35.0,25.0,18097.711627906978,2
23,236,2023-02-13,2,1,26.0,49.0,970.0,0.0,0.0,35.0,35.0,0.0,19917.032558139534,2
24,236,2023-02-14,2,1,26.0,49.0,1050.0,0.0,0.0,30.0,30.0,41.0,21525.488372093023,2
25,236,2023-02-15,2,1,25.0,49.0,1120.0,0.0,0.0,35.0,35.0,0.0,22929.265116279068,2
26,236,2023-02-16,2,1,25.0,49.0,1200.0,0.0,0.0,30.0,30.0,0.0,24528.0,2
27,236,2023-02-17,2,1,25.0,49.0,1300.0,0.0,0.0,50.0,50.0,12.0,26535.720930232557,2
28,236,2023-02-18,2,1,24.0,49.0,1390.0,0.0,0.0,60.0,60.0,0.0,28308.158139534884,2
29,236,2023-02-19,2,1,24.0,49.0,1530.0,0.0,0.0,80.0,80.0,0.0,31073.944186046512,2
30,236,2023-02-20,2,1,23.0,49.0,1600.0,0.0,0.0,85.0,85.0,0.0,32376.558139534885,2
0,237,2023-01-21,3,1,30.0,44.0,39.0,0.0,0.0,0.0,0.0,0.0,847.8260869565217,2
1,237,2023-01-22,3,1,30.0,44.0,52.0,0.0,0.0,145.0,145.0,0.0,1130.4347826086957,2
2,237,2023-01-23,3,1,29.0,44.0,70.0,0.0,0.0,95.0,95.0,0.0,1512.9130434782608,2
3,237,2023-01-24,3,1,29.0,45.0,88.0,0.0,0.0,55.0,55.0,0.0,1894.6782608695653,2
4,237,2023-01-25,3,1,29.0,48.0,106.0,0.0,0.0,35.0,35.0,0.0,2277.1565217391303,2
5,237,2023-01-26,3,1,29.0,47.0,125.0,0.0,0.0,35.0,35.0,26.0,2681.521739130435,2
6,237,2023-01-27,3,1,28.0,48.0,150.0,0.0,0.0,35.0,35.0,0.0,3213.2608695652175,2
7,237,2023-01-28,3,1,28.0,50.0,170.0,0.0,0.0,35.0,35.0,15.0,3636.521739130435,2
8,237,2023-01-29,3,1,27.0,52.0,205.0,0.0,0.0,35.0,35.0,3.0,4378.978260869565,2
9,237,2023-01-30,3,1,28.0,51.0,240.0,0.0,0.0,45.0,45.0,0.0,5119.304347826087,2
10,237,2023-01-31,3,1,27.0,48.0,267.0,0.0,0.0,40.0,40.0,0.0,5684.778260869565,2
11,237,2023-02-01,3,1,27.0,54.0,300.0,0.0,0.0,40.0,40.0,0.0,6376.95652173913,2
12,237,2023-02-02,3,1,26.0,55.0,335.0,0.0,0.0,35.0,35.0,0.0,7109.282608695652,2
13,237,2023-02-03,3,1,27.0,55.0,362.0,0.0,0.0,33.0,33.0,0.0,7671.252173913043,2
14,237,2023-02-04,3,1,27.0,50.0,400.0,0.0,0.0,33.0,33.0,35.0,8465.04347826087,2
15,237,2023-02-05,3,1,27.0,55.0,444.0,0.0,0.0,45.0,45.0,0.0,9383.457391304348,2
16,237,2023-02-06,3,1,26.0,47.0,490.0,0.0,0.0,40.0,40.0,25.0,10336.44347826087,2
17,237,2023-02-07,3,1,26.0,49.0,550.0,0.0,0.0,42.0,42.0,0.0,11583.0,2
18,237,2023-02-08,3,1,26.0,50.0,610.0,0.0,0.0,45.0,175.0,66.0,12824.321739130435,2
19,237,2023-02-09,3,1,26.0,51.0,655.0,0.0,0.0,47.0,237.0,0.0,13670.704347826088,2
20,237,2023-02-10,3,1,27.0,48.0,734.0,0.0,0.0,50.0,50.0,0.0,15168.269565217392,2
21,237,2023-02-11,3,1,25.0,50.0,800.0,0.0,0.0,75.0,295.0,20.0,16497.391304347828,2
22,237,2023-02-12,3,1,26.0,52.0,882.0,0.0,0.0,60.0,215.0,25.0,17962.121739130434,2
23,237,2023-02-13,3,1,26.0,51.0,937.0,0.0,0.0,90.0,340.0,0.0,18907.03043478261,2
24,237,2023-02-14,3,1,26.0,48.0,990.0,0.0,0.0,65.0,315.0,41.0,19683.782608695652,2
25,237,2023-02-15,3,1,25.0,55.0,1157.0,0.0,0.0,65.0,165.0,0.0,22687.260869565216,2
26,237,2023-02-16,3,1,25.0,54.0,1177.0,0.0,0.0,100.0,100.0,0.0,22910.56086956522,2
27,237,2023-02-17,3,1,25.0,55.0,1312.0,0.0,0.0,100.0,100.0,12.0,25424.278260869567,2
28,237,2023-02-18,3,1,24.0,50.0,1430.0,0.0,0.0,130.0,130.0,0.0,27586.565217391304,2
29,237,2023-02-19,3,1,24.0,49.0,1504.0,0.0,0.0,150.0,150.0,0.0,28844.104347826087,2
30,237,2023-02-20,3,1,23.0,45.0,1660.0,0.0,0.0,120.0,120.0,0.0,31619.391304347828,2
0,241,2023-01-22,7,1,30.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,890.4761904761905,2
1,241,2023-01-23,7,1,30.0,44.0,54.0,0.0,0.0,85.0,85.0,0.0,1092.857142857143,2
2,241,2023-01-24,7,1,29.0,41.0,80.0,0.0,0.0,45.0,45.0,0.0,1610.952380952381,2
3,241,2023-01-25,7,1,29.0,45.0,98.0,0.0,0.0,25.0,25.0,0.0,1968.1666666666667,2
4,241,2023-01-26,7,1,30.0,44.0,120.0,0.0,0.0,20.0,20.0,20.0,2406.4285714285716,2
5,241,2023-01-27,7,1,28.0,44.0,148.0,0.0,0.0,25.0,25.0,0.0,2964.404761904762,2
6,241,2023-01-28,7,1,28.0,45.0,170.0,0.0,0.0,27.0,27.0,11.0,3400.0,2
7,241,2023-01-29,7,1,28.0,49.0,195.0,0.0,0.0,25.0,25.0,4.0,3893.7321428571427,2
8,241,2023-01-30,7,1,28.0,50.0,240.0,0.0,0.0,35.0,35.0,0.0,4785.142857142857,2
9,241,2023-01-31,7,1,28.0,44.0,270.0,0.0,0.0,45.0,45.0,0.0,5372.035714285715,2
10,241,2023-02-01,7,1,28.0,45.0,316.0,0.0,0.0,28.0,28.0,0.0,6270.342857142857,2
11,241,2023-02-02,7,1,26.0,45.0,348.0,0.0,0.0,30.0,30.0,0.0,6893.714285714285,2
12,241,2023-02-03,7,1,27.0,47.0,400.0,0.0,0.0,25.0,25.0,0.0,7909.523809523809,2
13,241,2023-02-04,7,1,27.0,45.0,450.0,0.0,0.0,25.0,25.0,12.0,8884.82142857143,2
14,241,2023-02-05,7,1,27.0,47.0,490.0,0.0,0.0,27.0,27.0,7.0,9660.0,2
15,241,2023-02-06,7,1,27.0,42.0,555.0,0.0,0.0,24.0,24.0,26.0,10923.589285714286,2
16,241,2023-02-07,7,1,26.0,45.0,628.0,0.0,0.0,25.0,25.0,0.0,12342.442857142858,2
17,241,2023-02-08,7,1,26.0,45.0,702.0,0.0,0.0,35.0,95.0,17.0,13775.914285714285,2
18,241,2023-02-09,7,1,26.0,43.0,750.0,0.0,0.0,40.0,40.0,0.0,14633.035714285714,2
19,241,2023-02-10,7,1,27.0,43.0,823.0,0.0,0.0,25.0,25.0,0.0,16018.127380952381,2
20,241,2023-02-11,7,1,26.0,42.0,902.0,0.0,0.0,30.0,30.0,53.0,17528.866666666665,2
21,241,2023-02-12,7,1,26.0,46.0,965.0,0.0,0.0,25.0,25.0,0.0,18718.70238095238,2
22,241,2023-02-13,7,1,26.0,49.0,1032.0,0.0,0.0,25.0,25.0,3.0,19987.628571428573,2
23,241,2023-02-14,7,1,26.0,48.0,1135.0,0.0,0.0,35.0,35.0,29.0,21948.738095238095,2
24,241,2023-02-15,7,1,25.0,52.0,1193.0,0.0,0.0,35.0,35.0,0.0,23020.639285714286,2
